מזהה,סוג,"מק""ט",Name,פורסם,האם מומלץ?,נראות בקטלוג,תיאור קצר,תיאור,תאריך התחלה של מחיר המבצע,תאריך סיום של מחיר המבצע,Tax status,סוג מס,במלאי?,מלאי,כמות של מלאי מועט,לאפשר הזמנות מראש?,נמכר בנפרד?,משקל (kg),אורך (cm),רוחב (cm),גובה (cm),לאפשר חוות דעת של לקוחות?,הערת רכישה,מחיר מבצע,מחיר רגיל,Categories,תגיות,Shipping class,תמונות,הגבלת הורדות,ימים שנותרו לתוקף ההורדה,אב,מוצרים מקובצים,מוצרים משודרגים,מוצרים משלימים,URL חיצוני,טקסט כפתור,מיקום,כלים: _wpml_word_count,כלים: _wpml_media_featured,כלים: _wpml_media_duplicate,שיוך 1 שמות,שיוך 1 ערכים,שיוך 1 פריטים מוצגים,שיוך 1 פריטים גלובליים,שיוך 2 שמות,שיוך 2 ערכים,שיוך 2 פריטים מוצגים,שיוך 2 פריטים גלובליים
1108,simple,,מנשפים,1,0,visible,,"נפשיים הקואורדינציה לשעשוע או זהים האדם לבד מסוימים אלימים הממשיכים, בעלי בכל היסטוריה ואת היונקים ופנאי את שמשחקים אחד במקרים. ",,,taxable,,1,,,0,0,,,,,1,,,,בנות מוצרים > נסיכות,,,https://celebrationbyorel.com/wp-content/uploads/2019/08/מפיות_003.jpg,,,,,,,,,0,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1111,simple,,צלחת עגולה,1,0,visible,,"נפשיים הקואורדינציה לשעשוע או זהים האדם לבד מסוימים אלימים הממשיכים, בעלי בכל היסטוריה ואת היונקים ופנאי את שמשחקים אחד במקרים. ",,,taxable,,1,,,0,0,,,,,1,,,,בנים מוצרים,,,https://celebrationbyorel.com/wp-content/uploads/2019/08/מפיות_003.jpg,,,,,,,,,0,"{""total"":0,""to_translate"":{""en"":2,""he"":2}}",1,1,,,,,,,,
1112,simple,,צלחת עגולה,1,0,visible,,"נפשיים הקואורדינציה לשעשוע או זהים האדם לבד מסוימים אלימים הממשיכים, בעלי בכל היסטוריה ואת היונקים ופנאי את שמשחקים אחד במקרים. ",,,taxable,,1,,,0,0,,,,,1,,,,בנים מוצרים,,,https://celebrationbyorel.com/wp-content/uploads/2019/08/מפיות_003.jpg,,,,,,,,,0,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1113,simple,,מפיות 202,1,0,visible,,"נפשיים הקואורדינציה לשעשוע או זהים האדם לבד מסוימים אלימים הממשיכים, בעלי בכל היסטוריה ואת היונקים ופנאי את שמשחקים אחד במקרים. ",,,taxable,,1,,,0,0,,,,,1,,,,בנים מוצרים,,,https://celebrationbyorel.com/wp-content/uploads/2019/08/מפיות_003.jpg,,,,,,,,,0,"{""total"":0,""to_translate"":{""en"":6,""he"":6}}",1,1,,,,,,,,
1114,simple,,כוסות 202,1,0,visible,,"נפשיים הקואורדינציה לשעשוע או זהים האדם לבד מסוימים אלימים הממשיכים, בעלי בכל היסטוריה ואת היונקים ופנאי את שמשחקים אחד במקרים. ",,,taxable,,1,,,0,0,,,,,1,,,,בנים מוצרים,,,https://celebrationbyorel.com/wp-content/uploads/2019/08/מפיות_003.jpg,,,,,,,,,0,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1117,simple,,צלחת מרובעת אנה,1,0,visible,,"נפשיים הקואורדינציה לשעשוע או זהים האדם לבד מסוימים אלימים הממשיכים, בעלי בכל היסטוריה ואת היונקים ופנאי את שמשחקים אחד במקרים. ",,,taxable,,1,,,0,0,,,,,1,,,,בנים מוצרים,,,https://celebrationbyorel.com/wp-content/uploads/2019/08/מפיות_003.jpg,,,,,,,,,0,"{""total"":0,""to_translate"":{""en"":2,""he"":2}}",1,1,,,,,,,,
1118,simple,,צלחת עגולה אנה ואלזה,1,0,visible,,"נפשיים הקואורדינציה לשעשוע או זהים האדם לבד מסוימים אלימים הממשיכים, בעלי בכל היסטוריה ואת היונקים ופנאי את שמשחקים אחד במקרים. ",,,taxable,,1,,,0,0,,,,,1,,,,בנים מוצרים,,,https://celebrationbyorel.com/wp-content/uploads/2019/08/מפיות_003.jpg,,,,,,,,,0,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1119,simple,,צלחת עגולה אנה ואלזה,1,0,visible,,"נפשיים הקואורדינציה לשעשוע או זהים האדם לבד מסוימים אלימים הממשיכים, בעלי בכל היסטוריה ואת היונקים ופנאי את שמשחקים אחד במקרים. ",,,taxable,,1,,,0,0,,,,,1,,,,בנים מוצרים,,,https://celebrationbyorel.com/wp-content/uploads/2019/08/מפיות_003.jpg,,,,,,,,,0,"{""total"":0,""to_translate"":{""en"":6,""he"":6}}",1,1,,,,,,,,
1120,simple,,מפיות אנה ואלזה,1,0,visible,,"נפשיים הקואורדינציה לשעשוע או זהים האדם לבד מסוימים אלימים הממשיכים, בעלי בכל היסטוריה ואת היונקים ופנאי את שמשחקים אחד במקרים. ",,,taxable,,1,,,0,0,,,,,1,,,,בנים מוצרים,,,https://celebrationbyorel.com/wp-content/uploads/2019/08/מפיות_003.jpg,,,,,,,,,0,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1121,simple,,כוסות פרוזן אנה ואלזה,1,0,visible,,"נפשיים הקואורדינציה לשעשוע או זהים האדם לבד מסוימים אלימים הממשיכים, בעלי בכל היסטוריה ואת היונקים ופנאי את שמשחקים אחד במקרים. ",,,taxable,,1,,,0,0,,,,,1,,,,בנים מוצרים,,,https://celebrationbyorel.com/wp-content/uploads/2019/08/מפיות_003.jpg,,,,,,,,,0,"{""total"":0,""to_translate"":{""en"":2,""he"":2}}",1,1,,,,,,,,
1122,simple,,מנשפים אנה ואלזה,1,0,visible,,"נפשיים הקואורדינציה לשעשוע או זהים האדם לבד מסוימים אלימים הממשיכים, בעלי בכל היסטוריה ואת היונקים ופנאי את שמשחקים אחד במקרים. ",,,taxable,,1,,,0,0,,,,,1,,,,בנים מוצרים,,,https://celebrationbyorel.com/wp-content/uploads/2019/08/מפיות_003.jpg,,,,,,,,,0,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1123,simple,,כובעים,1,0,visible,,"נפשיים הקואורדינציה לשעשוע או זהים האדם לבד מסוימים אלימים הממשיכים, בעלי בכל היסטוריה ואת היונקים ופנאי את שמשחקים אחד במקרים. ",,,taxable,,1,,,0,0,,,,,1,,,,בנים מוצרים,,,https://celebrationbyorel.com/wp-content/uploads/2019/08/מפיות_003.jpg,,,,,,,,,0,"{""total"":0,""to_translate"":{""en"":6,""he"":6}}",1,1,,,,,,,,
1124,simple,,צלחת פרוזן עגולה,1,0,visible,,"נפשיים הקואורדינציה לשעשוע או זהים האדם לבד מסוימים אלימים הממשיכים, בעלי בכל היסטוריה ואת היונקים ופנאי את שמשחקים אחד במקרים. ",,,taxable,,1,,,0,0,,,,,1,,,,בנים מוצרים,,,https://celebrationbyorel.com/wp-content/uploads/2019/08/מפיות_003.jpg,,,,,,,,,0,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1125,simple,,צלחת אולף עגולה,1,0,visible,,"נפשיים הקואורדינציה לשעשוע או זהים האדם לבד מסוימים אלימים הממשיכים, בעלי בכל היסטוריה ואת היונקים ופנאי את שמשחקים אחד במקרים. ",,,taxable,,1,,,0,0,,,,,1,,,,בנים מוצרים,,,https://celebrationbyorel.com/wp-content/uploads/2019/08/מפיות_003.jpg,,,,,,,,,0,"{""total"":0,""to_translate"":{""en"":2,""he"":2}}",1,1,,,,,,,,
1126,simple,,כוסות קרטון אולף,1,0,visible,,"נפשיים הקואורדינציה לשעשוע או זהים האדם לבד מסוימים אלימים הממשיכים, בעלי בכל היסטוריה ואת היונקים ופנאי את שמשחקים אחד במקרים. ",,,taxable,,1,,,0,0,,,,,1,,,,בנים מוצרים,,,https://celebrationbyorel.com/wp-content/uploads/2019/08/מפיות_003.jpg,,,,,,,,,0,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1127,simple,,דלי פופקורן אנה ואלזה,1,0,visible,,"נפשיים הקואורדינציה לשעשוע או זהים האדם לבד מסוימים אלימים הממשיכים, בעלי בכל היסטוריה ואת היונקים ופנאי את שמשחקים אחד במקרים. ",,,taxable,,1,,,0,0,,,,,1,,,,בנים מוצרים,,,https://celebrationbyorel.com/wp-content/uploads/2019/08/מפיות_003.jpg,,,,,,,,,0,"{""total"":0,""to_translate"":{""en"":6,""he"":6}}",1,1,,,,,,,,
1130,simple,,צלחות עגולות,1,0,visible,,"נפשיים הקואורדינציה לשעשוע או זהים האדם לבד מסוימים אלימים הממשיכים, בעלי בכל היסטוריה ואת היונקים ופנאי את שמשחקים אחד במקרים. ",,,taxable,,1,,,0,0,,,,,1,,,,בנים מוצרים,,,https://celebrationbyorel.com/wp-content/uploads/2019/08/מפיות_003.jpg,,,,,,,,,0,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1131,simple,,צלחות עגולות,1,0,visible,,"נפשיים הקואורדינציה לשעשוע או זהים האדם לבד מסוימים אלימים הממשיכים, בעלי בכל היסטוריה ואת היונקים ופנאי את שמשחקים אחד במקרים. ",,,taxable,,1,,,0,0,,,,,1,,,,בנים מוצרים,,,https://celebrationbyorel.com/wp-content/uploads/2019/08/מפיות_003.jpg,,,,,,,,,0,"{""total"":0,""to_translate"":{""en"":2,""he"":2}}",1,1,,,,,,,,
1132,simple,,צלחות מרובעות,1,0,visible,,"נפשיים הקואורדינציה לשעשוע או זהים האדם לבד מסוימים אלימים הממשיכים, בעלי בכל היסטוריה ואת היונקים ופנאי את שמשחקים אחד במקרים. ",,,taxable,,1,,,0,0,,,,,1,,,,בנים מוצרים,,,https://celebrationbyorel.com/wp-content/uploads/2019/08/מפיות_003.jpg,,,,,,,,,0,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1133,simple,,צלחות מרובעות,1,0,visible,,"נפשיים הקואורדינציה לשעשוע או זהים האדם לבד מסוימים אלימים הממשיכים, בעלי בכל היסטוריה ואת היונקים ופנאי את שמשחקים אחד במקרים. ",,,taxable,,1,,,0,0,,,,,1,,,,בנים מוצרים,,,https://celebrationbyorel.com/wp-content/uploads/2019/08/מפיות_003.jpg,,,,,,,,,0,"{""total"":0,""to_translate"":{""en"":6,""he"":6}}",1,1,,,,,,,,
1134,simple,,מפיות,1,0,visible,,"נפשיים הקואורדינציה לשעשוע או זהים האדם לבד מסוימים אלימים הממשיכים, בעלי בכל היסטוריה ואת היונקים ופנאי את שמשחקים אחד במקרים. ",,,taxable,,1,,,0,0,,,,,1,,,,בנים מוצרים,,,https://celebrationbyorel.com/wp-content/uploads/2019/08/מפיות_003.jpg,,,,,,,,,0,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1135,simple,,כובעים,1,0,visible,,"נפשיים הקואורדינציה לשעשוע או זהים האדם לבד מסוימים אלימים הממשיכים, בעלי בכל היסטוריה ואת היונקים ופנאי את שמשחקים אחד במקרים. ",,,taxable,,1,,,0,0,,,,,1,,,,בנים מוצרים,,,https://celebrationbyorel.com/wp-content/uploads/2019/08/מפיות_003.jpg,,,,,,,,,0,"{""total"":0,""to_translate"":{""en"":2,""he"":2}}",1,1,,,,,,,,
1136,simple,,כוסות פלסטיק,1,0,visible,,"נפשיים הקואורדינציה לשעשוע או זהים האדם לבד מסוימים אלימים הממשיכים, בעלי בכל היסטוריה ואת היונקים ופנאי את שמשחקים אחד במקרים. ",,,taxable,,1,,,0,0,,,,,1,,,,בנים מוצרים,,,https://celebrationbyorel.com/wp-content/uploads/2019/08/מפיות_003.jpg,,,,,,,,,0,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1141,simple,,צלחת מרובעת,1,0,visible,,"נפשיים הקואורדינציה לשעשוע או זהים האדם לבד מסוימים אלימים הממשיכים, בעלי בכל היסטוריה ואת היונקים ופנאי את שמשחקים אחד במקרים. ",,,taxable,,1,,,0,0,,,,,1,,,,בנים מוצרים,,,https://celebrationbyorel.com/wp-content/uploads/2019/08/מפיות_003.jpg,,,,,,,,,0,"{""total"":0,""to_translate"":{""en"":6,""he"":6}}",1,1,,,,,,,,
1142,simple,,צלחת מרובעת,1,0,visible,,"נפשיים הקואורדינציה לשעשוע או זהים האדם לבד מסוימים אלימים הממשיכים, בעלי בכל היסטוריה ואת היונקים ופנאי את שמשחקים אחד במקרים. ",,,taxable,,1,,,0,0,,,,,1,,,,בנים מוצרים,,,https://celebrationbyorel.com/wp-content/uploads/2019/08/מפיות_003.jpg,,,,,,,,,0,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1143,simple,,כובעי מסיכה,1,0,visible,,"נפשיים הקואורדינציה לשעשוע או זהים האדם לבד מסוימים אלימים הממשיכים, בעלי בכל היסטוריה ואת היונקים ופנאי את שמשחקים אחד במקרים. ",,,taxable,,1,,,0,0,,,,,1,,,,בנים מוצרים,,,https://celebrationbyorel.com/wp-content/uploads/2019/08/מפיות_003.jpg,,,,,,,,,0,"{""total"":0,""to_translate"":{""en"":2,""he"":2}}",1,1,,,,,,,,
1146,simple,,צלחות קרטון,1,0,visible,,"נפשיים הקואורדינציה לשעשוע או זהים האדם לבד מסוימים אלימים הממשיכים, בעלי בכל היסטוריה ואת היונקים ופנאי את שמשחקים אחד במקרים. ",,,taxable,,1,,,0,0,,,,,1,,,,בנים מוצרים,,,https://celebrationbyorel.com/wp-content/uploads/2019/08/מפיות_003.jpg,,,,,,,,,0,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1147,simple,,מנשפים,1,0,visible,,"נפשיים הקואורדינציה לשעשוע או זהים האדם לבד מסוימים אלימים הממשיכים, בעלי בכל היסטוריה ואת היונקים ופנאי את שמשחקים אחד במקרים. ",,,taxable,,1,,,0,0,,,,,1,,,,בנים מוצרים,,,https://celebrationbyorel.com/wp-content/uploads/2019/08/מפיות_003.jpg,,,,,,,,,0,"{""total"":0,""to_translate"":{""en"":6,""he"":6}}",1,1,,,,,,,,
1150,simple,,צלחות קרטון,1,0,visible,,"נפשיים הקואורדינציה לשעשוע או זהים האדם לבד מסוימים אלימים הממשיכים, בעלי בכל היסטוריה ואת היונקים ופנאי את שמשחקים אחד במקרים. ",,,taxable,,1,,,0,0,,,,,1,,,,בנים מוצרים,,,https://celebrationbyorel.com/wp-content/uploads/2019/08/מפיות_003.jpg,,,,,,,,,0,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1151,simple,,צלחות קרטון,1,0,visible,,"נפשיים הקואורדינציה לשעשוע או זהים האדם לבד מסוימים אלימים הממשיכים, בעלי בכל היסטוריה ואת היונקים ופנאי את שמשחקים אחד במקרים. ",,,taxable,,1,,,0,0,,,,,1,,,,בנים מוצרים,,,https://celebrationbyorel.com/wp-content/uploads/2019/08/מפיות_003.jpg,,,,,,,,,0,"{""total"":0,""to_translate"":{""en"":2,""he"":2}}",1,1,,,,,,,,
1152,simple,,כוסות פלסטיק,1,0,visible,,"נפשיים הקואורדינציה לשעשוע או זהים האדם לבד מסוימים אלימים הממשיכים, בעלי בכל היסטוריה ואת היונקים ופנאי את שמשחקים אחד במקרים. ",,,taxable,,1,,,0,0,,,,,1,,,,בנים מוצרים,,,https://celebrationbyorel.com/wp-content/uploads/2019/08/מפיות_003.jpg,,,,,,,,,0,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1155,simple,,צלחות קרטון,1,0,visible,,"נפשיים הקואורדינציה לשעשוע או זהים האדם לבד מסוימים אלימים הממשיכים, בעלי בכל היסטוריה ואת היונקים ופנאי את שמשחקים אחד במקרים. ",,,taxable,,1,,,0,0,,,,,1,,,,בנים מוצרים,,,https://celebrationbyorel.com/wp-content/uploads/2019/08/מפיות_003.jpg,,,,,,,,,0,"{""total"":0,""to_translate"":{""en"":6,""he"":6}}",1,1,,,,,,,,
1156,simple,,צלחות קרטון,1,0,visible,,"נפשיים הקואורדינציה לשעשוע או זהים האדם לבד מסוימים אלימים הממשיכים, בעלי בכל היסטוריה ואת היונקים ופנאי את שמשחקים אחד במקרים. ",,,taxable,,1,,,0,0,,,,,1,,,,בנים מוצרים,,,https://celebrationbyorel.com/wp-content/uploads/2019/08/מפיות_003.jpg,,,,,,,,,0,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1157,simple,,מפיות,1,0,visible,,"נפשיים הקואורדינציה לשעשוע או זהים האדם לבד מסוימים אלימים הממשיכים, בעלי בכל היסטוריה ואת היונקים ופנאי את שמשחקים אחד במקרים. ",,,taxable,,1,,,0,0,,,,,1,,,,בנים מוצרים,,,https://celebrationbyorel.com/wp-content/uploads/2019/08/מפיות_003.jpg,,,,,,,,,0,"{""total"":0,""to_translate"":{""en"":2,""he"":2}}",1,1,,,,,,,,
1160,simple,,צלחות קרטון,1,0,visible,,"נפשיים הקואורדינציה לשעשוע או זהים האדם לבד מסוימים אלימים הממשיכים, בעלי בכל היסטוריה ואת היונקים ופנאי את שמשחקים אחד במקרים. ",,,taxable,,1,,,0,0,,,,,1,,,,בנים מוצרים,,,https://celebrationbyorel.com/wp-content/uploads/2019/08/מפיות_003.jpg,,,,,,,,,0,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1161,simple,,מפיות,1,0,visible,,"נפשיים הקואורדינציה לשעשוע או זהים האדם לבד מסוימים אלימים הממשיכים, בעלי בכל היסטוריה ואת היונקים ופנאי את שמשחקים אחד במקרים. ",,,taxable,,1,,,0,0,,,,,1,,,,בנים מוצרים,,,https://celebrationbyorel.com/wp-content/uploads/2019/08/מפיות_003.jpg,,,,,,,,,0,"{""total"":0,""to_translate"":{""en"":6,""he"":6}}",1,1,,,,,,,,
1164,simple,,צלחות ספיידרמן מרובע,1,0,visible,,"נפשיים הקואורדינציה לשעשוע או זהים האדם לבד מסוימים אלימים הממשיכים, בעלי בכל היסטוריה ואת היונקים ופנאי את שמשחקים אחד במקרים. ",,,taxable,,1,,,0,0,,,,,1,,,,בנים מוצרים,,,https://celebrationbyorel.com/wp-content/uploads/2019/08/מפיות_003.jpg,,,,,,,,,0,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1165,simple,,צלחות ספיידרמן מרובע,1,0,visible,,"נפשיים הקואורדינציה לשעשוע או זהים האדם לבד מסוימים אלימים הממשיכים, בעלי בכל היסטוריה ואת היונקים ופנאי את שמשחקים אחד במקרים. ",,,taxable,,1,,,0,0,,,,,1,,,,בנים מוצרים,,,https://celebrationbyorel.com/wp-content/uploads/2019/08/מפיות_003.jpg,,,,,,,,,0,"{""total"":0,""to_translate"":{""en"":2,""he"":2}}",1,1,,,,,,,,
1166,simple,,צלחות עגולות,1,0,visible,,"נפשיים הקואורדינציה לשעשוע או זהים האדם לבד מסוימים אלימים הממשיכים, בעלי בכל היסטוריה ואת היונקים ופנאי את שמשחקים אחד במקרים. ",,,taxable,,1,,,0,0,,,,,1,,,,בנים מוצרים,,,https://celebrationbyorel.com/wp-content/uploads/2019/08/מפיות_003.jpg,,,,,,,,,0,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1167,simple,,מפיות ספיידרמן כחול,1,0,visible,,"נפשיים הקואורדינציה לשעשוע או זהים האדם לבד מסוימים אלימים הממשיכים, בעלי בכל היסטוריה ואת היונקים ופנאי את שמשחקים אחד במקרים. ",,,taxable,,1,,,0,0,,,,,1,,,,בנים מוצרים,,,https://celebrationbyorel.com/wp-content/uploads/2019/08/מפיות_003.jpg,,,,,,,,,0,"{""total"":0,""to_translate"":{""en"":6,""he"":6}}",1,1,,,,,,,,
1168,simple,,מפיות ספיידרמן ירוק,1,0,visible,,"נפשיים הקואורדינציה לשעשוע או זהים האדם לבד מסוימים אלימים הממשיכים, בעלי בכל היסטוריה ואת היונקים ופנאי את שמשחקים אחד במקרים. ",,,taxable,,1,,,0,0,,,,,1,,,,בנים מוצרים,,,https://celebrationbyorel.com/wp-content/uploads/2019/08/מפיות_003.jpg,,,,,,,,,0,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1169,simple,,כוסות ספיידרמן,1,0,visible,,"נפשיים הקואורדינציה לשעשוע או זהים האדם לבד מסוימים אלימים הממשיכים, בעלי בכל היסטוריה ואת היונקים ופנאי את שמשחקים אחד במקרים. ",,,taxable,,1,,,0,0,,,,,1,,,,בנים מוצרים,,,https://celebrationbyorel.com/wp-content/uploads/2019/08/מפיות_003.jpg,,,,,,,,,0,"{""total"":0,""to_translate"":{""en"":2,""he"":2}}",1,1,,,,,,,,
1170,simple,,מנשפים ספיידרמן,1,0,visible,,"נפשיים הקואורדינציה לשעשוע או זהים האדם לבד מסוימים אלימים הממשיכים, בעלי בכל היסטוריה ואת היונקים ופנאי את שמשחקים אחד במקרים. ",,,taxable,,1,,,0,0,,,,,1,,,,בנים מוצרים,,,https://celebrationbyorel.com/wp-content/uploads/2019/08/מפיות_003.jpg,,,,,,,,,0,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1171,simple,,דלי פופקורן בינוני,1,0,visible,,"נפשיים הקואורדינציה לשעשוע או זהים האדם לבד מסוימים אלימים הממשיכים, בעלי בכל היסטוריה ואת היונקים ופנאי את שמשחקים אחד במקרים. ",,,taxable,,1,,,0,0,,,,,1,,,,בנים מוצרים,,,https://celebrationbyorel.com/wp-content/uploads/2019/08/מפיות_003.jpg,,,,,,,,,0,"{""total"":0,""to_translate"":{""en"":6,""he"":6}}",1,1,,,,,,,,
